time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
10.0,7.773750000000064,1.138749999999959,0.0387499999999363,18.7962500000001,-5.789999999999964,-4.114999999999782,-0.0762499999999875,20.028749999999945,7.022500000000036,5.751250000000027
10.1,7.773750000000064,1.138749999999959,-0.0862500000000636,18.6712500000001,-5.914999999999964,-4.239999999999782,-0.0762499999999875,20.028749999999945,7.022500000000036,5.626250000000027
10.2,7.773750000000064,1.138749999999959,-0.2112500000000636,18.4212500000001,-6.039999999999964,-4.239999999999782,-0.0762499999999875,19.903749999999945,7.272500000000036,5.501250000000027
10.3,7.898750000000064,1.138749999999959,-0.2112500000000636,18.1712500000001,-6.164999999999964,-4.239999999999782,-0.0762499999999875,19.778749999999945,7.397500000000036,5.376250000000027
10.4,8.023750000000064,1.138749999999959,-0.3362500000000636,17.9212500000001,-6.414999999999964,-4.364999999999782,-0.0762499999999875,19.653749999999945,7.397500000000036,5.376250000000027
10.5,8.148750000000064,1.263749999999959,-0.4612500000000636,17.6712500000001,-6.414999999999964,-4.364999999999782,-0.0762499999999875,19.528749999999945,7.522500000000036,5.251250000000027
10.6,8.148750000000064,1.263749999999959,-0.4612500000000636,17.5462500000001,-6.539999999999964,-4.489999999999782,0.0487500000000125,19.403749999999945,7.647500000000036,5.501250000000027
10.7,8.273750000000064,1.263749999999959,-0.5862500000000637,17.2962500000001,-6.664999999999964,-4.489999999999782,-0.0762499999999875,19.278749999999945,7.772500000000036,6.501250000000027
10.8,8.398750000000064,1.263749999999959,-0.5862500000000637,17.1712500000001,-6.539999999999964,-4.364999999999782,0.0487500000000125,19.278749999999945,7.772500000000036,9.376250000000027
10.9,8.648750000000064,1.263749999999959,-0.5862500000000637,17.2962500000001,-6.039999999999964,-4.114999999999782,0.1737500000000125,19.153749999999945,8.022500000000036,15.376250000000027
11.0,9.148750000000064,1.388749999999959,-0.7112500000000637,18.1712500000001,-4.789999999999964,-3.3649999999997817,0.1737500000000125,19.278749999999945,8.397500000000036,26.751250000000027
11.1,10.023750000000064,1.388749999999959,-0.7112500000000637,20.1712500000001,-2.289999999999964,-1.8649999999997815,0.4237500000000125,19.778749999999945,9.022500000000036,44.75125000000003
11.2,11.273750000000064,1.513749999999959,-0.7112500000000637,24.4212500000001,1.7100000000000364,1.1350000000002185,0.2987500000000125,20.903749999999945,10.772500000000036,72.87625000000003
11.3,13.148750000000064,1.513749999999959,-0.8362500000000637,32.1712500000001,7.460000000000036,5.885000000000218,0.5487500000000125,23.528749999999945,14.022500000000036,112.62625000000004
11.4,15.648750000000064,1.513749999999959,-0.8362500000000637,44.0462500000001,14.960000000000036,12.510000000000218,0.7987500000000125,28.903749999999945,19.77250000000004,166.50125000000003
11.5,18.898750000000064,1.763749999999959,-0.8362500000000637,61.1712500000001,24.71000000000004,21.01000000000022,1.0487500000000125,38.278749999999945,29.52250000000004,234.37625000000003
11.6,23.148750000000064,2.013749999999959,-0.8362500000000637,84.4212500000001,36.21000000000004,31.26000000000022,1.2987500000000125,53.153749999999945,44.14750000000004,314.62625
11.7,28.273750000000064,2.263749999999959,-0.8362500000000637,114.1712500000001,49.58500000000004,43.38500000000022,1.4237500000000125,75.15374999999995,64.64750000000004,405.12625
11.8,34.273750000000064,2.763749999999959,-0.8362500000000637,151.7962500000001,64.71000000000004,57.26000000000022,1.7987500000000125,106.52874999999996,92.52250000000004,504.62625
11.9,41.273750000000064,3.138749999999959,-0.8362500000000637,196.6712500000001,81.83500000000004,72.88500000000022,2.0487500000000125,148.77874999999997,128.39750000000004,610.00125
12.0,49.273750000000064,3.638749999999959,-0.8362500000000637,248.0462500000001,100.83500000000004,89.76000000000022,2.4237500000000125,202.02874999999997,171.27250000000004,720.50125
12.1,58.148750000000064,4.263749999999959,-0.8362500000000637,306.6712500000001,121.96000000000004,108.13500000000022,2.7987500000000125,267.90374999999995,221.27250000000004,837.25125
12.2,68.02375000000006,4.888749999999959,-0.9612500000000636,370.9212500000001,144.96000000000004,127.76000000000022,3.2987500000000125,346.40374999999995,276.27250000000004,953.00125
12.3,78.89875000000006,5.638749999999959,-0.9612500000000636,439.1712500000001,169.71000000000004,148.38500000000022,3.673750000000013,436.15375,334.39750000000004,1062.00125
12.4,90.77375000000006,6.388749999999959,-0.9612500000000636,511.6712500000001,196.08500000000004,170.26000000000022,4.0487500000000125,538.40375,396.0225,1164.12625
12.5,103.64875000000006,7.138749999999959,-0.9612500000000636,586.7962500000001,223.96000000000004,192.88500000000025,4.4237500000000125,651.27875,459.6475,1258.75125
12.6,117.14875000000006,8.013749999999959,-0.9612500000000636,662.1712500000001,252.96000000000004,215.88500000000025,4.7987500000000125,771.77875,523.7725,1344.87625
12.7,131.64875000000006,8.888749999999959,-0.9612500000000636,738.1712500000001,283.71000000000004,239.38500000000025,5.1737500000000125,899.90375,588.7725,1424.75125
12.8,146.77375000000006,9.88874999999996,-0.9612500000000636,811.7962500000001,315.21000000000004,262.7600000000002,5.5487500000000125,1030.27875,652.8975,1497.62625
12.9,163.02375000000006,10.88874999999996,-0.9612500000000636,883.6712500000001,348.08500000000004,286.5100000000002,5.7987500000000125,1162.15375,716.6475,1564.62625
13.0,180.02375000000006,12.01374999999996,-0.9612500000000636,952.17125,381.835,310.1350000000002,6.2987500000000125,1291.40375,779.0225,1625.00125
13.1,197.5237500000001,13.01374999999996,-0.9612500000000636,1016.04625,415.835,333.2600000000002,6.6737500000000125,1414.02875,838.7725,1679.25125
13.2,215.8987500000001,14.13874999999996,-0.8362500000000637,1076.29625,450.585,356.2600000000002,7.1737500000000125,1530.27875,896.6475,1728.50125
13.3,234.8987500000001,15.38874999999996,-0.8362500000000637,1132.17125,485.585,378.7600000000002,7.4237500000000125,1637.52875,952.0225,1772.62625
13.4,254.3987500000001,16.51374999999996,-0.8362500000000637,1182.92125,520.335,400.6350000000002,7.7987500000000125,1733.90375,1004.1475,1812.37625
13.5,274.64875000000006,17.76374999999996,-0.8362500000000637,1230.04625,554.96,422.0100000000002,8.173750000000013,1821.15375,1054.0225,1849.12625
13.6,295.39875000000006,19.01374999999996,-0.8362500000000637,1272.92125,589.085,442.5100000000002,8.548750000000013,1898.40375,1101.0225,1882.37625
13.7,316.39875000000006,20.26374999999996,-0.7112500000000637,1311.67125,622.335,462.1350000000002,8.923750000000013,1965.77875,1144.7725,1911.75125
13.8,338.02375000000006,21.51374999999996,-0.8362500000000637,1347.17125,655.085,481.1350000000002,9.423750000000013,2025.52875,1186.3975,1937.75125
13.9,360.14875000000006,23.01374999999996,-0.7112500000000637,1379.29625,686.71,499.3850000000002,9.673750000000013,2077.77875,1225.3975,1961.12625
14.0,382.27375000000006,24.51374999999996,-0.7112500000000637,1408.17125,717.21,516.5100000000002,10.048750000000013,2122.90375,1261.5225,1982.12625
14.1,405.02375000000006,25.76374999999996,-0.7112500000000637,1434.54625,746.71,532.8850000000002,10.298750000000013,2162.90375,1295.5225,2002.00125
14.2,427.77375000000006,27.26374999999996,-0.7112500000000637,1458.54625,775.085,548.3850000000002,10.548750000000013,2197.90375,1327.2725,2020.12625
14.3,450.64875000000006,28.76374999999996,-0.5862500000000637,1480.17125,801.835,563.0100000000002,11.048750000000013,2228.27875,1356.6475,2036.87625
14.4,473.89875000000006,30.26374999999996,-0.5862500000000637,1499.79625,827.71,576.7600000000002,11.423750000000013,2255.40375,1384.3975,2052.5012500000003
14.5,497.27375000000006,31.76374999999996,-0.5862500000000637,1517.92125,852.21,589.8850000000002,11.798750000000013,2279.27875,1410.2725,2066.7512500000003
14.6,520.3987500000001,33.26374999999996,-0.5862500000000637,1534.17125,875.21,602.1350000000002,11.923750000000013,2300.15375,1434.0225,2079.6262500000003
14.7,543.7737500000001,34.76374999999996,-0.4612500000000636,1549.29625,897.21,613.6350000000002,12.173750000000013,2319.02875,1456.6475,2091.2512500000003
14.8,567.1487500000001,36.51374999999996,-0.4612500000000636,1563.04625,917.96,624.3850000000002,12.548750000000013,2335.65375,1477.6475,2102.1262500000003
14.9,590.2737500000001,38.01374999999996,-0.4612500000000636,1575.42125,937.21,634.5100000000002,12.798750000000013,2350.52875,1497.0225,2112.1262500000003
15.0,613.5237500000001,39.63874999999996,-0.3362500000000636,1587.04625,955.71,643.8850000000002,13.048750000000013,2363.77875,1515.2725,2121.3762500000003
15.1,636.6487500000001,41.26374999999996,-0.3362500000000636,1597.79625,973.085,652.7600000000002,13.423750000000013,2375.77875,1532.2725,2130.1262500000003
15.2,659.3987500000001,42.88874999999996,-0.2112500000000636,1607.54625,989.085,661.0100000000002,13.673750000000013,2386.40375,1548.1475,2138.1262500000003
15.3,682.2737500000001,44.63874999999996,-0.3362500000000636,1616.54625,1004.335,668.7600000000002,13.923750000000013,2396.02875,1562.8975,2145.6262500000003
15.4,704.7737500000001,46.26374999999996,-0.2112500000000636,1624.92125,1018.46,675.8850000000002,14.173750000000013,2404.77875,1576.8975,2152.5012500000003
15.5,726.8987500000001,47.88874999999996,-0.2112500000000636,1632.54625,1031.71,682.5100000000002,14.423750000000013,2412.52875,1589.7725,2158.8762500000003
15.6,749.0237500000001,49.63874999999996,-0.0862500000000636,1639.79625,1044.085,688.7600000000002,14.798750000000013,2419.65375,1602.0225,2164.8762500000003
15.7,770.7737500000001,51.26374999999996,-0.0862500000000636,1646.42125,1055.71,694.5100000000002,14.923750000000013,2426.15375,1613.3975,2170.6262500000003
