time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
10.0,1.337500000000091,0.4237500000000409,0.0699999999999363,3.838749999999891,-1.7825000000000273,-1.852499999999964,-0.0324999999999988,2.3262500000000728,0.556250000000091,-0.8975000000000364
10.1,1.462500000000091,0.2987500000000409,-0.0550000000000636,3.713749999999891,-1.9075000000000275,-1.977499999999964,0.0925000000000011,2.2012500000000728,0.556250000000091,-1.0225000000000364
10.2,1.337500000000091,0.4237500000000409,-0.0550000000000636,3.588749999999891,-1.9075000000000275,-2.102499999999964,0.0925000000000011,2.2012500000000728,0.556250000000091,-1.0225000000000364
10.3,1.337500000000091,0.4237500000000409,-0.1800000000000636,3.588749999999891,-1.9075000000000275,-2.227499999999964,-0.0324999999999988,2.2012500000000728,0.556250000000091,-1.0225000000000364
10.4,1.337500000000091,0.4237500000000409,-0.1800000000000636,3.338749999999891,-2.0325000000000277,-2.352499999999964,0.0925000000000011,2.0762500000000728,0.556250000000091,-1.1475000000000364
10.5,1.337500000000091,0.4237500000000409,-0.3050000000000636,3.338749999999891,-2.1575000000000277,-2.352499999999964,0.0925000000000011,1.9512500000000728,0.556250000000091,-1.0225000000000364
10.6,1.337500000000091,0.4237500000000409,-0.3050000000000636,3.213749999999891,-2.1575000000000277,-2.352499999999964,-0.0324999999999988,1.9512500000000728,0.556250000000091,-0.7725000000000364
10.7,1.462500000000091,0.5487500000000409,-0.3050000000000636,3.213749999999891,-2.1575000000000277,-2.477499999999964,-0.0324999999999988,1.8262500000000728,0.681250000000091,-0.3975000000000364
10.8,1.462500000000091,0.4237500000000409,-0.4300000000000636,3.088749999999891,-2.0325000000000277,-2.352499999999964,-0.0324999999999988,1.7012500000000728,0.681250000000091,0.4774999999999636
10.9,1.587500000000091,0.4237500000000409,-0.4300000000000636,3.088749999999891,-1.7825000000000273,-2.227499999999964,0.0925000000000011,1.7012500000000728,0.806250000000091,1.977499999999964
11.0,1.712500000000091,0.5487500000000409,-0.4300000000000636,3.338749999999891,-1.5325000000000273,-1.7274999999999636,0.0925000000000011,1.8262500000000728,1.056250000000091,4.227499999999964
11.1,1.962500000000091,0.5487500000000409,-0.4300000000000636,3.588749999999891,-0.7825000000000273,-1.1024999999999636,0.0925000000000011,1.9512500000000728,1.556250000000091,7.602499999999964
11.2,2.337500000000091,0.4237500000000409,-0.4300000000000636,4.213749999999891,0.2174999999999727,-0.2274999999999636,0.3425000000000011,2.4512500000000728,2.431250000000091,12.352499999999964
11.3,2.837500000000091,0.4237500000000409,-0.4300000000000636,5.213749999999891,1.5924999999999727,1.1475000000000364,0.2175000000000011,3.4512500000000728,3.931250000000091,18.477499999999964
11.4,3.462500000000091,0.4237500000000409,-0.4300000000000636,6.838749999999891,3.2174999999999727,3.0225000000000364,0.3425000000000011,5.076250000000073,6.431250000000091,26.352499999999964
11.5,4.337500000000091,0.4237500000000409,-0.5550000000000637,9.21374999999989,5.467499999999973,5.272500000000036,0.4675000000000011,7.701250000000073,9.931250000000093,36.60249999999997
11.6,5.212500000000091,0.4237500000000409,-0.4300000000000636,12.33874999999989,7.967499999999973,8.147500000000036,0.4675000000000011,11.326250000000073,14.681250000000093,49.10249999999997
11.7,6.462500000000091,0.5487500000000409,-0.5550000000000637,16.71374999999989,11.092499999999973,11.397500000000036,0.5925000000000011,16.451250000000073,20.93125000000009,64.47749999999996
11.8,7.837500000000091,0.5487500000000409,-0.4300000000000636,22.33874999999989,14.592499999999973,15.272500000000036,0.8425000000000011,22.951250000000076,28.93125000000009,82.97749999999996
11.9,9.337500000000093,0.5487500000000409,-0.4300000000000636,29.21374999999989,18.467499999999973,19.39750000000004,0.8425000000000011,30.951250000000076,38.30625000000009,104.72749999999996
