time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
10.0,1.7162499999999454,1.5,0.2300000000000182,3.691250000000082,-5.535000000000082,-5.143750000000182,-0.1875,3.818749999999909,1.297500000000127,-0.5975000000000819
10.1,1.7162499999999454,1.625,0.2300000000000182,3.566250000000082,-5.785000000000082,-5.393750000000182,-0.1875,3.818749999999909,1.297500000000127,-0.7225000000000819
10.2,1.5912499999999454,1.625,0.2300000000000182,3.566250000000082,-5.910000000000082,-5.518750000000182,-0.0625,3.693749999999909,1.172500000000127,-0.8475000000000819
10.3,1.5912499999999454,1.625,0.2300000000000182,3.441250000000082,-6.035000000000082,-5.768750000000182,-0.1875,3.693749999999909,1.172500000000127,-0.972500000000082
10.4,1.7162499999999454,1.625,0.2300000000000182,3.316250000000082,-6.160000000000082,-5.893750000000182,-0.1875,3.693749999999909,1.047500000000127,-0.972500000000082
10.5,1.5912499999999454,1.625,0.1050000000000181,3.316250000000082,-6.285000000000082,-6.018750000000182,-0.3125,3.568749999999909,1.047500000000127,-0.8475000000000819
10.6,1.7162499999999454,1.625,0.1050000000000181,3.191250000000082,-6.410000000000082,-6.143750000000182,-0.0625,3.568749999999909,1.047500000000127,-0.4725000000000818
10.7,1.7162499999999454,1.625,0.2300000000000182,3.191250000000082,-6.410000000000082,-6.143750000000182,-0.1875,3.568749999999909,1.047500000000127,0.6524999999999181
10.8,1.8412499999999452,1.625,0.1050000000000181,3.191250000000082,-6.285000000000082,-6.143750000000182,-0.1875,3.568749999999909,1.047500000000127,3.277499999999918
10.9,2.091249999999945,1.75,0.2300000000000182,3.191250000000082,-5.910000000000082,-6.018750000000182,-0.0625,3.568749999999909,1.172500000000127,8.152499999999918
11.0,2.591249999999945,1.75,0.2300000000000182,3.691250000000082,-5.035000000000082,-5.518750000000182,0.0625,3.943749999999909,1.672500000000127,16.652499999999918
11.1,3.591249999999945,1.875,0.2300000000000182,4.566250000000082,-3.410000000000082,-4.393750000000182,0.3125,4.818749999999909,2.7975000000001278,30.27749999999992
11.2,4.966249999999945,1.75,0.2300000000000182,6.441250000000082,-0.1600000000000818,-2.393750000000182,0.3125,6.943749999999909,5.297500000000127,50.52749999999992
11.3,7.216249999999945,1.875,0.2300000000000182,10.066250000000082,5.339999999999918,0.981249999999818,0.5625,11.443749999999907,10.047500000000127,79.65249999999992
11.4,10.216249999999944,2.0,0.2300000000000182,16.441250000000082,12.839999999999918,5.981249999999818,0.8125,19.06874999999991,18.047500000000127,118.52749999999992
11.5,14.216249999999944,2.125,0.3550000000000182,26.56625000000008,22.21499999999992,12.481249999999818,0.9375,31.31874999999991,30.672500000000127,170.15249999999992
11.6,19.341249999999945,2.25,0.3550000000000182,41.19125000000008,33.33999999999992,20.731249999999815,1.4375,49.44374999999991,48.92250000000013,235.02749999999992
11.7,25.591249999999945,2.625,0.3550000000000182,61.06625000000008,46.08999999999992,30.231249999999815,1.6875,74.06874999999991,73.04750000000013,313.7774999999999
11.8,32.966249999999945,2.875,0.3550000000000182,87.06625000000008,60.83999999999992,41.60624999999982,2.0625,107.06874999999992,103.79750000000011,409.9024999999999
11.9,41.591249999999945,3.25,0.3550000000000182,119.56625000000008,77.71499999999992,54.73124999999982,2.4375,149.5687499999999,140.92250000000013,519.4024999999999
12.0,51.341249999999945,3.875,0.3550000000000182,158.44125000000008,96.21499999999992,69.35624999999982,2.8125,202.1937499999999,183.42250000000013,635.9024999999999
12.1,62.341249999999945,4.375,0.3550000000000182,204.69125000000008,116.96499999999992,85.73124999999982,3.3125,267.3187499999999,231.79750000000013,759.0274999999999
12.2,74.59124999999995,5.0,0.4800000000000182,257.6912500000001,139.21499999999992,103.48124999999982,3.5625,344.1937499999999,284.5475000000001,883.4024999999999
12.3,87.84124999999995,5.625,0.4800000000000182,316.4412500000001,162.71499999999992,122.73124999999982,4.1875,431.6937499999999,340.5475000000001,1004.4025
12.4,102.21624999999996,6.5,0.4800000000000182,381.8162500000001,188.08999999999992,143.35624999999982,4.5625,531.4437499999999,400.5475000000001,1122.4025
12.5,117.59124999999996,7.25,0.4800000000000182,452.3162500000001,214.96499999999992,164.85624999999982,4.9375,641.8187499999999,463.0475000000001,1234.5275
12.6,133.84124999999997,8.125,0.4800000000000182,526.0662500000001,243.08999999999992,186.85624999999985,5.5625,760.4437499999999,526.5475000000001,1337.2775
12.7,151.21624999999997,9.125,0.6050000000000182,603.3162500000001,272.9649999999999,209.85624999999985,6.0625,887.3187499999999,591.2975000000001,1431.5275
12.8,169.46624999999997,10.125,0.6050000000000182,681.9412500000001,304.2149999999999,233.23124999999985,6.3125,1018.19375,655.7975000000001,1516.1525
12.9,188.34124999999997,11.125,0.6050000000000182,759.6912500000001,336.2149999999999,256.6062499999998,6.6875,1149.06875,718.2975000000001,1591.7775
13.0,208.21624999999997,12.25,0.6050000000000182,836.6912500000001,369.5899999999999,280.2312499999998,7.3125,1280.31875,779.9225000000001,1660.7775
13.1,228.71624999999997,13.375,0.6050000000000182,911.06625,403.7149999999999,303.8562499999998,7.6875,1407.19375,839.1725000000001,1722.5275
13.2,249.84124999999997,14.625,0.6050000000000182,981.19125,438.0899999999999,326.8562499999998,7.9375,1526.69375,895.1725000000001,1776.5275
13.3,271.84124999999995,15.75,0.7300000000000182,1047.94125,472.7149999999999,349.7312499999998,8.3125,1639.19375,949.0475,1825.1525
13.4,294.09124999999995,17.0,0.6050000000000182,1109.56625,507.0899999999999,371.7312499999998,8.8125,1741.44375,999.5475,1868.1525
13.5,317.21624999999995,18.25,0.7300000000000182,1167.19125,541.7149999999999,393.4812499999998,9.0625,1834.94375,1047.7975,1907.1525
13.6,340.84124999999995,19.625,0.7300000000000182,1219.94125,575.9649999999999,414.4812499999998,9.4375,1918.56875,1093.2975,1941.9025
13.7,364.59125,21.0,0.8550000000000182,1267.81625,609.3399999999999,434.6062499999998,9.9375,1991.81875,1135.5475,1972.5275
13.8,389.09125,22.375,0.7300000000000182,1311.69125,642.2149999999999,454.1062499999998,10.1875,2056.94375,1175.7975,2000.0275
13.9,413.84125,23.875,0.8550000000000182,1351.56625,674.0899999999999,472.9812499999998,10.6875,2113.81875,1213.4225,2024.9025
14.0,438.59125,25.375,0.8550000000000182,1387.44125,704.7149999999999,490.8562499999998,10.9375,2163.31875,1248.2975,2047.5275
