time(s),F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
10.0,1.5462500000001,0.1162500000000363,0.0337500000000545,1.943749999999909,1.7374999999999543,2.8350000000000364,-0.1137500000000102,1.9862499999999272,2.057499999999891,0.8962500000000091
10.1,1.5462500000001,0.1162500000000363,-0.0912499999999454,1.818749999999909,1.7374999999999543,2.9600000000000364,0.0112499999999897,2.1112499999999272,2.307499999999891,1.146250000000009
10.2,1.5462500000001,0.1162500000000363,-0.2162499999999454,1.818749999999909,1.8624999999999543,2.9600000000000364,0.2612499999999897,2.1112499999999272,2.432499999999891,1.396250000000009
10.3,1.5462500000001,0.1162500000000363,-0.2162499999999454,1.818749999999909,1.9874999999999543,3.0850000000000364,0.1362499999999897,2.2362499999999272,2.682499999999891,1.521250000000009
10.4,1.6712500000001,0.1162500000000363,-0.3412499999999454,1.818749999999909,1.9874999999999543,3.2100000000000364,0.0112499999999897,2.2362499999999272,3.057499999999891,2.021250000000009
10.5,1.6712500000001,0.1162500000000363,-0.4662499999999454,1.818749999999909,2.1124999999999545,3.2100000000000364,0.1362499999999897,2.3612499999999272,3.307499999999891,2.646250000000009
10.6,1.7962500000001,0.1162500000000363,-0.5912499999999454,1.943749999999909,2.2374999999999545,3.4600000000000364,0.2612499999999897,2.3612499999999272,3.557499999999891,3.646250000000009
10.7,1.7962500000001,0.1162500000000363,-0.5912499999999454,1.943749999999909,2.6124999999999545,3.5850000000000364,0.0112499999999897,2.3612499999999272,3.807499999999891,5.396250000000009
10.8,2.0462500000001,0.1162500000000363,-0.5912499999999454,2.318749999999909,2.9874999999999545,3.835000000000037,0.2612499999999897,2.6112499999999272,4.057499999999891,7.771250000000009
10.9,2.1712500000001,0.1162500000000363,-0.7162499999999454,2.818749999999909,3.7374999999999545,4.460000000000036,0.2612499999999897,2.9862499999999272,4.682499999999891,11.146250000000007
11.0,2.5462500000001,0.1162500000000363,-0.7162499999999454,3.693749999999909,4.7374999999999545,5.210000000000036,0.2612499999999897,3.4862499999999272,5.682499999999891,15.771250000000007
11.1,3.0462500000001,0.1162500000000363,-0.7162499999999454,5.068749999999909,6.2374999999999545,6.585000000000036,0.3862499999999897,4.611249999999927,7.057499999999891,22.02125000000001
11.2,3.6712500000001,0.2412500000000363,-0.8412499999999454,7.318749999999909,8.237499999999955,8.585000000000036,0.3862499999999897,6.236249999999927,9.30749999999989,30.39625000000001
11.3,4.5462500000001,0.2412500000000363,-0.8412499999999454,10.568749999999907,10.737499999999956,10.960000000000036,0.5112499999999898,8.736249999999927,12.55749999999989,41.14625000000001
11.4,5.5462500000001,0.2412500000000363,-0.8412499999999454,15.193749999999907,14.112499999999956,14.085000000000036,0.6362499999999898,12.361249999999927,17.05749999999989,54.89625000000001
11.5,6.6712500000001,0.2412500000000363,-0.8412499999999454,21.19374999999991,17.987499999999955,17.960000000000036,0.5112499999999898,17.236249999999927,22.80749999999989,72.02125000000001
11.6,8.1712500000001,0.3662500000000364,-0.8412499999999454,29.06874999999991,22.737499999999955,22.33500000000004,0.7612499999999898,23.861249999999927,30.68249999999989,93.52125
11.7,9.7962500000001,0.3662500000000364,-0.9662499999999454,38.94374999999991,28.237499999999955,27.58500000000004,0.8862499999999898,32.73624999999993,40.43249999999989,119.64625
